Body,Head,Head Coverage,Std_Confidence,PCA_Confidence,Positive Examples,Body size,PCA Body size,Functional_variable,PCA_valid,PCA_invalid,PCA_valid_proportion,PCA_invalid_proportion,Support_valid,Support_invalid,PCABody_valid,PCABody_invalid
?e  starring  ?b  ?e  subsequentWork  ?a   ,?a  starring  ?b,0.010588235,0.135616438,0.135616438,99,730,730,?b,0.23563218390804597,0.0,1.0,0.0,41,0,174,0
?b  musicFusionGenre  ?f  ?a  stylisticOrigin  ?f   ,?a  stylisticOrigin  ?b,0.08456037,0.135444744,0.135444744,201,1484,1484,?a,0.343980343980344,0.0,1.0,0.0,140,0,407,0
?e  country  ?a  ?e  headquarter  ?b   ,?a  capital  ?b,0.137022398,0.122931442,0.135240572,104,846,769,?a,0.8222222222222222,0.8271604938271605,0.3557692307692308,0.6442307692307693,37,67,45,81
?b  keyPerson  ?f  ?f  occupation  ?a   ,?a  subsidiary  ?b,0.011547344,0.018518519,0.135135135,5,270,37,?b,0.5714285714285714,0.0,1.0,0.0,4,0,7,0
?e  executiveProducer  ?b  ?e  subsequentWork  ?a   ,?a  developer  ?b,0.011520737,0.017006803,0.135135135,5,294,37,?a,0.21052631578947367,0.0,1.0,0.0,4,0,19,0
?b  creator  ?f  ?a  producer  ?f   ,?a  related  ?b,0.024665257,0.029888984,0.135135135,35,1171,259,?b,0.41304347826086957,0.0,1.0,0.0,19,0,46,0
?e  genre  ?a  ?e  instrument  ?b   ,?a  instrument  ?b,0.058935595,0.084367027,0.135051401,959,11367,7101,?a,0.8158640226628895,0.0,1.0,0.0,288,0,353,0
?f  almaMater  ?b  ?a  primeMinister  ?f   ,?a  almaMater  ?b,0.034573643,0.097083152,0.134987893,223,2297,1652,?a,0.25961538461538464,0.27593360995850624,0.37850467289719625,0.6214953271028038,81,133,312,482
?e  owningCompany  ?a  ?e  owningCompany  ?b   ,?a  owningCompany  ?b,0.021985816,0.029608405,0.134782609,31,1047,230,?a,0.2808988764044944,0.0,1.0,0.0,25,0,89,0
?f  country  ?b  ?a  recordLabel  ?f   ,?a  birthPlace  ?b,0.011280608,0.03643176,0.134689066,457,12544,3393,?a,0.2733333333333333,0.16754138070246266,0.08991228070175439,0.9100877192982456,41,415,150,2477
?b  composer  ?f  ?a  musicComposer  ?f   ,?a  series  ?b,0.185185185,0.034032898,0.134529148,60,1763,446,?a,0.8955223880597015,0.0,1.0,0.0,60,0,67,0
?f  musicalArtist  ?b  ?a  previousWork  ?f   ,?a  producer  ?b,0.010337452,0.128129602,0.134259259,87,679,648,?a,0.2912280701754386,0.0,1.0,0.0,83,0,285,0
?f  musicalBand  ?b  ?a  previousWork  ?f   ,?a  producer  ?b,0.010337452,0.128129602,0.134259259,87,679,648,?a,0.2912280701754386,0.0,1.0,0.0,83,0,285,0
?a  genre  ?f  ?b  musicSubgenre  ?f   ,?a  genre  ?b,0.097666693,0.134065839,0.134065839,6174,46052,46052,?a,0.32267093162734906,0.37259493026570295,0.30602957906712175,0.6939704209328783,1614,3660,5002,9823
?b  president  ?a   ,?a  successor  ?b,0.044758339,0.11449717,0.133978604,263,2297,1963,?a,0.5545851528384279,0.45933014354066987,0.5695067264573991,0.4304932735426009,127,96,229,209
?e  country  ?b  ?e  language  ?a   ,?a  spokenIn  ?b,0.116446579,0.122940431,0.133977901,97,789,724,?b,0.8421052631578947,0.803921568627451,0.2807017543859649,0.7192982456140351,16,41,19,51
?a  president  ?b   ,?a  predecessor  ?b,0.046811945,0.101001306,0.133794694,232,2297,1734,?b,0.3226744186046512,0.20961538461538462,0.5045454545454545,0.4954545454545455,111,109,344,520
?e  location  ?b  ?e  starring  ?a   ,?a  residence  ?b,0.011122346,0.009420497,0.133603239,33,3503,247,?a,0.2692307692307692,0.26865671641791045,0.28,0.72,7,18,26,67
?e  relative  ?a  ?e  subject  ?b   ,?a  subject  ?b,0.018181818,0.133333333,0.133333333,2,15,15,?b,1.0,0.0,1.0,0.0,1,0,1,0
?f  birthPlace  ?b  ?a  primeMinister  ?f   ,?a  nationality  ?b,0.03939093,0.02975,0.133258679,119,4000,893,?a,0.5583756345177665,0.08653846153846154,0.9243697478991597,0.07563025210084033,110,9,197,104
?a  subsequentWork  ?f  ?f  writer  ?b   ,?a  producer  ?b,0.011644487,0.105263158,0.132971506,98,931,737,?a,0.2783882783882784,0.0,1.0,0.0,76,0,273,0
?f  capital  ?b  ?a  foundationPlace  ?f   ,?a  locationCity  ?b,0.014573213,0.06501548,0.132911392,21,323,158,?a,0.17355371900826447,0.0,1.0,0.0,21,0,121,0
?f  birthPlace  ?b  ?a  keyPerson  ?f   ,?a  locationCity  ?b,0.014573213,0.052109181,0.132911392,21,403,158,?a,0.24675324675324675,0.0,1.0,0.0,19,0,77,0
?b  creator  ?f  ?a  starring  ?f   ,?a  related  ?b,0.013389711,0.036821705,0.132867133,19,516,143,?b,0.5142857142857142,0.0,1.0,0.0,18,0,35,0
?b  isPartOf  ?f  ?a  region  ?f   ,?a  province  ?b,0.931034483,0.001753976,0.132743363,135,76968,1017,?a,0.9507042253521126,0.0,1.0,0.0,135,0,142,0
?a  creator  ?f  ?b  director  ?f   ,?a  previousWork  ?b,0.012732615,0.017287234,0.132653061,13,752,98,?a,0.3170731707317073,0.0,1.0,0.0,13,0,41,0
?a  musicSubgenre  ?f  ?b  stylisticOrigin  ?f   ,?a  musicFusionGenre  ?b,0.208247423,0.07329463,0.132545932,101,1378,762,?b,0.6346153846153846,0.0,1.0,0.0,33,0,52,0
?b  owningCompany  ?a   ,?a  division  ?b,0.059490085,0.029787234,0.132492114,42,1410,317,?a,0.5869565217391305,0.0,1.0,0.0,27,0,46,0
?e  industry  ?b  ?e  parentCompany  ?a   ,?a  product  ?b,0.012922051,0.064182195,0.132478632,31,483,234,?a,0.18803418803418803,0.0,1.0,0.0,22,0,117,0
?b  mergedIntoParty  ?f  ?a  otherParty  ?f   ,?a  otherParty  ?b,0.024657534,0.132352941,0.132352941,9,68,68,?a,0.2631578947368421,0.125,0.625,0.375,5,3,19,24
?a  birthPlace  ?f  ?f  isPartOf  ?b   ,?a  birthPlace  ?b,0.112657978,0.132121352,0.132121352,4564,34544,34544,?a,0.1320283215326947,0.3427832830676433,0.07380675203725262,0.9261932479627474,317,3978,2401,11605
?f  birthPlace  ?b  ?a  starring  ?f   ,?a  location  ?b,0.031191447,0.024848538,0.132119514,283,11389,2142,?a,0.39363817097415504,0.0,1.0,0.0,198,0,503,0
?b  deputy  ?f  ?a  predecessor  ?f   ,?a  predecessor  ?b,0.01937046,0.127152318,0.132049519,96,755,727,?b,0.2222222222222222,0.15987460815047022,0.4,0.6,34,51,153,319
?b  derivative  ?f  ?f  musicSubgenre  ?a   ,?a  stylisticOrigin  ?b,0.052166597,0.125888325,0.131774708,124,985,941,?a,0.3876651982378855,0.0,1.0,0.0,88,0,227,0
?e  distributingCompany  ?a  ?e  location  ?b   ,?a  locationCity  ?b,0.010409438,0.02901354,0.131578947,15,517,114,?a,0.6875,0.0,1.0,0.0,11,0,16,0
?e  distributingLabel  ?a  ?e  location  ?b   ,?a  locationCity  ?b,0.010409438,0.02901354,0.131578947,15,517,114,?a,0.6875,0.0,1.0,0.0,11,0,16,0
?a  owner  ?f  ?b  owningCompany  ?f   ,?a  tenant  ?b,0.018315018,0.000927816,0.131578947,5,5389,38,?b,0.6,0.0,1.0,0.0,3,0,5,0
?a  president  ?f  ?f  successor  ?b   ,?a  primeMinister  ?b,0.041481951,0.033684752,0.131394183,131,3889,997,?a,0.3088235294117647,0.2994652406417112,0.42857142857142855,0.5714285714285714,42,56,136,187
?a  company  ?f  ?b  creator  ?f   ,?a  related  ?b,0.012684989,0.016917293,0.131386861,18,1064,137,?b,0.2,0.0,1.0,0.0,15,0,75,0
?b  creator  ?f  ?a  executiveProducer  ?f   ,?a  related  ?b,0.062720226,0.032188065,0.131268437,89,2765,678,?b,0.46405228758169936,0.0,1.0,0.0,71,0,153,0
?a  president  ?f  ?b  president  ?f   ,?a  primeMinister  ?b,0.136162128,0.013024777,0.131257631,430,33014,3276,?a,0.6012658227848101,0.684931506849315,0.3877551020408163,0.6122448979591837,95,150,158,219
?a  district  ?f  ?f  isPartOf  ?b   ,?a  mouthMountain  ?b,0.030651341,0.005559416,0.131147541,8,1439,61,?a,0.32,0.0,1.0,0.0,8,0,25,0
?a  district  ?f  ?f  isPartOf  ?b   ,?a  mouthPlace  ?b,0.030651341,0.005559416,0.131147541,8,1439,61,?a,0.32,0.0,1.0,0.0,8,0,25,0
?e  leader  ?a  ?e  leader  ?b   ,?a  deputy  ?b,0.018691589,0.01322314,0.131147541,8,605,61,?b,0.23529411764705882,0.15789473684210525,0.5714285714285714,0.42857142857142855,4,3,17,19
?a  company  ?b   ,?a  developer  ?b,0.062211982,0.011235955,0.131067961,27,2403,206,?a,0.20833333333333334,0.0,1.0,0.0,25,0,120,0
?f  battle  ?a  ?b  predecessor  ?f   ,?a  commander  ?b,0.011724776,0.038854806,0.131034483,38,978,290,?b,0.11842105263157894,0.0,1.0,0.0,27,0,228,0
?b  creator  ?f  ?f  knownFor  ?a   ,?a  subsequentWork  ?b,0.010848126,0.046610169,0.130952381,11,236,84,?a,0.6923076923076923,0.0,1.0,0.0,9,0,13,0
?f  locationCity  ?b  ?a  owningCompany  ?f   ,?a  locationCity  ?b,0.015961138,0.030997305,0.130681818,23,742,176,?a,0.1896551724137931,0.0,1.0,0.0,22,0,116,0
?f  lieutenant  ?a  ?b  predecessor  ?f   ,?a  lieutenant  ?b,0.028846154,0.023622047,0.130434783,3,127,23,?a,0.0,0.5,0.0,1.0,0,3,5,6
?f  birthPlace  ?b  ?a  leader  ?f   ,?a  largestCity  ?b,0.011612903,0.028708134,0.130434783,18,627,138,?a,0.375,0.2571428571428571,0.5,0.5,9,9,24,35
?e  associate  ?a  ?e  deathPlace  ?b   ,?a  restingPlace  ?b,0.012838802,0.060606061,0.130434783,18,297,138,?a,0.16666666666666666,0.2903225806451613,0.18181818181818182,0.8181818181818182,2,9,12,31
?f  routeJunction  ?b  ?a  routeStart  ?f   ,?a  routeEnd  ?b,0.015625,0.040540541,0.130434783,3,74,23,?b,0.23076923076923078,0.0,1.0,0.0,3,0,13,0
?f  routeEnd  ?b  ?a  routeEnd  ?f   ,?a  routeEnd  ?b,0.015625,0.130434783,0.130434783,3,23,23,?b,0.1875,0.0,1.0,0.0,3,0,16,0
?a  musicFusionGenre  ?f  ?f  stylisticOrigin  ?b   ,?a  musicFusionGenre  ?b,0.216494845,0.059188275,0.130434783,105,1774,805,?b,0.36363636363636365,0.0,1.0,0.0,48,0,132,0
?a  routeEnd  ?f  ?b  routeJunction  ?f   ,?a  routeStart  ?b,0.015151515,0.024793388,0.130434783,3,121,23,?b,0.07317073170731707,0.0,1.0,0.0,3,0,41,0
?a  commandStructure  ?f  ?b  parentOrganisation  ?f   ,?a  commandStructure  ?b,0.018867925,0.130434783,0.130434783,3,23,23,?a,0.3333333333333333,0.0,1.0,0.0,3,0,9,0
?e  previousWork  ?a  ?e  writer  ?b   ,?a  producer  ?b,0.01105038,0.102535832,0.130252101,93,907,714,?a,0.27472527472527475,0.0,1.0,0.0,75,0,273,0
?f  deathPlace  ?b  ?a  producer  ?f   ,?a  recordedIn  ?b,0.012726055,0.022727273,0.130136986,19,836,146,?a,0.16666666666666666,0.0,1.0,0.0,18,0,108,0
?b  capital  ?f  ?a  deathPlace  ?f   ,?a  citizenship  ?b,0.065789474,0.001956373,0.12987013,20,10223,154,?a,0.45,0.34615384615384615,0.5,0.5,9,9,20,26
?a  previousWork  ?f  ?f  starring  ?b   ,?a  starring  ?b,0.010695187,0.12987013,0.12987013,100,770,770,?b,0.24175824175824176,0.0,1.0,0.0,44,0,182,0
?f  primeMinister  ?a  ?b  primeMinister  ?f   ,?a  president  ?b,0.081410535,0.043752925,0.129861111,187,4274,1440,?a,0.5871559633027523,0.5874125874125874,0.43243243243243246,0.5675675675675675,64,84,109,143
?e  restingPlace  ?a  ?e  restingPlace  ?b   ,?a  capital  ?b,0.057971014,0.038562664,0.12979351,44,1141,339,?a,0.3194444444444444,0.5882352941176471,0.5348837209302325,0.46511627906976744,23,20,72,34
?a  company  ?b   ,?a  author  ?b,0.010144928,0.002913025,0.12962963,7,2403,54,?b,0.027131782945736434,0.0,1.0,0.0,7,0,258,0
?a  associatedMusicalArtist  ?f  ?b  formerBandMember  ?f   ,?a  associatedMusicalArtist  ?b,0.024419697,0.129418935,0.129418935,1274,9844,9844,?a,0.25,0.25394210402447637,0.005529953917050691,0.9944700460829493,6,1079,24,4249
?a  associatedBand  ?f  ?b  formerBandMember  ?f   ,?a  associatedMusicalArtist  ?b,0.024419697,0.129418935,0.129418935,1274,9844,9844,?a,0.25,0.25394210402447637,0.005529953917050691,0.9944700460829493,6,1079,24,4249
?a  associatedBand  ?f  ?b  formerBandMember  ?f   ,?a  associatedBand  ?b,0.024419697,0.129418935,0.129418935,1274,9844,9844,?a,0.25,0.25394210402447637,0.005529953917050691,0.9944700460829493,6,1079,24,4249
?a  associatedMusicalArtist  ?f  ?b  formerBandMember  ?f   ,?a  associatedBand  ?b,0.024419697,0.129418935,0.129418935,1274,9844,9844,?a,0.25,0.25394210402447637,0.005529953917050691,0.9944700460829493,6,1079,24,4249
?b  routeEnd  ?a   ,?a  routeJunction  ?b,0.014175258,0.057291667,0.129411765,11,192,85,?b,0.5333333333333333,0.0,1.0,0.0,8,0,15,0
?e  battle  ?a  ?e  notableCommander  ?b   ,?a  commander  ?b,0.0521444,0.091351351,0.129303749,169,1850,1307,?b,0.36923076923076925,0.0,1.0,0.0,120,0,325,0
?a  associate  ?f  ?b  associate  ?f   ,?a  successor  ?b,0.012933969,0.10298103,0.129251701,76,738,588,?a,0.3333333333333333,0.4057971014492754,0.44,0.56,22,28,66,69
?a  associatedMusicalArtist  ?f  ?f  hometown  ?b   ,?a  deathPlace  ?b,0.012160432,0.004359909,0.129154079,171,39221,1324,?a,0.2,0.26720647773279355,0.007518796992481203,0.9924812030075187,1,132,5,494
?a  associatedBand  ?f  ?f  hometown  ?b   ,?a  deathPlace  ?b,0.012160432,0.004359909,0.129154079,171,39221,1324,?a,0.2,0.26720647773279355,0.007518796992481203,0.9924812030075187,1,132,5,494
?f  birthPlace  ?b  ?a  predecessor  ?f   ,?a  deathPlace  ?b,0.021831887,0.045233535,0.129100084,307,6787,2378,?a,0.2560646900269542,0.30350877192982456,0.35447761194029853,0.6455223880597015,95,173,371,570
?f  birthPlace  ?b  ?a  doctoralStudent  ?f   ,?a  citizenship  ?b,0.013157895,0.017094017,0.129032258,4,234,31,?a,0.5,0.2727272727272727,0.25,0.75,1,3,2,11
?e  archipelago  ?a  ?e  ethnicGroup  ?b   ,?a  ethnicGroup  ?b,0.012738854,0.129032258,0.129032258,4,31,31,?b,0.6666666666666666,1.0,0.5,0.5,2,2,3,2
?f  musicSubgenre  ?b  ?a  musicSubgenre  ?f   ,?a  musicFusionGenre  ?b,0.024742268,0.041237113,0.129032258,12,291,93,?b,0.26666666666666666,0.0,1.0,0.0,8,0,30,0
?e  birthPlace  ?b  ?e  successor  ?a   ,?a  deathPlace  ?b,0.028303229,0.049806032,0.129011345,398,7991,3085,?a,0.255863539445629,0.3148148148148148,0.3519061583577713,0.6480938416422287,120,221,469,702
?f  musicFusionGenre  ?a  ?b  musicSubgenre  ?f   ,?a  stylisticOrigin  ?b,0.017248633,0.125766871,0.128930818,41,326,318,?a,0.2781954887218045,0.0,1.0,0.0,37,0,133,0
?f  leader  ?b  ?a  party  ?f   ,?a  primeMinister  ?b,0.026282457,0.076356946,0.128881988,83,1087,644,?a,0.10714285714285714,0.15126050420168066,0.3076923076923077,0.6923076923076923,24,54,224,357
?a  birthPlace  ?f  ?b  largestCity  ?f   ,?a  region  ?b,0.015024304,0.003824092,0.128787879,34,8891,264,?a,0.06896551724137931,0.16489361702127658,0.06060606060606061,0.9393939393939394,2,31,29,188
?e  location  ?a  ?e  location  ?b   ,?a  state  ?b,0.013775654,0.003466327,0.128608924,49,14136,381,?a,0.5333333333333333,0.0,1.0,0.0,48,0,90,8
?e  language  ?a  ?e  locationCountry  ?b   ,?a  spokenIn  ?b,0.093637455,0.119083969,0.128500824,78,655,607,?b,0.7058823529411765,0.775,0.27906976744186046,0.7209302325581395,12,31,17,40
?a  ground  ?f  ?f  isPartOf  ?b   ,?a  ground  ?b,0.055852356,0.12849162,0.12849162,230,1790,1790,?a,0.2034548944337812,0.0,1.0,0.0,212,0,1042,0
?e  deathPlace  ?b  ?e  parent  ?a   ,?a  restingPlace  ?b,0.013552068,0.049479167,0.128378378,19,384,148,?a,0.15,0.3137254901960784,0.15789473684210525,0.8421052631578947,3,16,20,51
?a  parentCompany  ?f  ?b  subsidiary  ?f   ,?a  parentCompany  ?b,0.02936747,0.128289474,0.128289474,39,304,304,?a,0.14661654135338345,0.0,1.0,0.0,39,0,266,0
?e  musicFusionGenre  ?a  ?e  stylisticOrigin  ?b   ,?a  stylisticOrigin  ?b,0.104753891,0.124437781,0.128218332,249,2001,1942,?a,0.5720338983050848,0.0,1.0,0.0,135,0,236,0
?b  country  ?f  ?a  twinCountry  ?f   ,?a  twinCountry  ?b,0.030674847,4.5152e-05,0.128205128,5,110738,39,?b,0.0,0.038461538461538464,0.0,1.0,0,1,25,26
?b  deputy  ?a  ?a  predecessor  ?b   ,?a  deputy  ?b,0.011682243,0.034965035,0.128205128,5,143,39,?b,0.058823529411764705,0.13333333333333333,0.2,0.8,1,4,17,30
?a  director  ?b   ,?a  executiveProducer  ?b,0.044337607,0.039637058,0.12808642,83,2094,648,?a,0.25496688741721857,0.0,1.0,0.0,77,0,302,0
?e  owningCompany  ?a  ?e  owningCompany  ?b   ,?a  parentCompany  ?b,0.020331325,0.025787966,0.127962085,27,1047,211,?a,0.3076923076923077,0.0,1.0,0.0,24,0,78,0
?a  successor  ?f  ?b  successor  ?f   ,?a  associate  ?b,0.163636364,0.005939614,0.127886323,72,12122,563,?b,0.42424242424242425,0.36231884057971014,0.5283018867924528,0.4716981132075472,28,25,66,69
?f  capital  ?b  ?a  hometown  ?f   ,?a  hometown  ?b,0.050749378,0.127730848,0.127730848,877,6866,6866,?a,0.17073170731707318,0.13895543842836608,0.33638443935926776,0.6636155606407322,294,580,1722,4174
?e  president  ?b  ?e  primeMinister  ?a   ,?a  deputy  ?b,0.014018692,0.00623053,0.127659574,6,963,47,?b,0.09375,0.06,0.5,0.5,3,3,32,50
?a  associatedMusicalArtist  ?f  ?f  hometown  ?b   ,?a  birthPlace  ?b,0.040901461,0.042247775,0.127441932,1657,39221,13002,?a,0.2,0.33113087674714103,0.0015325670498084292,0.9984674329501916,2,1303,10,3935
?a  associatedBand  ?f  ?f  hometown  ?b   ,?a  birthPlace  ?b,0.040901461,0.042247775,0.127441932,1657,39221,13002,?a,0.2,0.33113087674714103,0.0015325670498084292,0.9984674329501916,2,1303,10,3935
?a  associate  ?f  ?b  successor  ?f   ,?a  successor  ?b,0.010040844,0.103146853,0.127429806,59,572,463,?a,0.2413793103448276,0.3898305084745763,0.3783783783783784,0.6216216216216216,14,23,58,59
?e  location  ?b  ?e  network  ?a   ,?a  headquarter  ?b,0.015942029,0.038416764,0.127413127,33,859,259,?a,0.4153846153846154,0.0,1.0,0.0,27,0,65,0
?f  portrayer  ?b  ?a  relative  ?f   ,?a  portrayer  ?b,0.052083333,0.127388535,0.127388535,20,157,157,?b,0.25,0.0,1.0,0.0,7,0,28,0
?e  openingTheme  ?b  ?e  related  ?a   ,?a  openingTheme  ?b,0.017369727,0.047297297,0.127272727,7,148,55,?a,0.14634146341463414,0.0,1.0,0.0,6,0,41,0
?a  deputy  ?f  ?b  deputy  ?f   ,?a  primeMinister  ?b,0.011082964,0.069721116,0.127272727,35,502,275,?a,0.14285714285714285,0.1827956989247312,0.34615384615384615,0.6538461538461539,9,17,63,93
?a  derivative  ?f  ?b  derivative  ?f   ,?a  stylisticOrigin  ?b,0.086663862,0.125227964,0.127003699,206,1645,1622,?a,0.5229357798165137,0.0,1.0,0.0,114,0,218,0
?a  owner  ?f  ?f  parentCompany  ?b   ,?a  owner  ?b,0.013377926,0.126984127,0.126984127,16,126,126,?a,0.15384615384615385,0.0,1.0,0.0,16,0,104,0
?f  deathPlace  ?b  ?a  primeMinister  ?f   ,?a  nationality  ?b,0.018867925,0.033888228,0.126948775,57,1682,449,?a,0.52,0.06578947368421052,0.9122807017543859,0.08771929824561403,52,5,100,76
?b  ethnicGroup  ?f  ?a  related  ?f   ,?a  populationPlace  ?b,0.017666667,0.075606277,0.126794258,53,701,418,?b,0.24025974025974026,0.0,1.0,0.0,37,0,154,0
?e  relative  ?a  ?e  relative  ?b   ,?a  parent  ?b,0.081039755,0.031048623,0.126794258,53,1707,418,?a,0.4888888888888889,0.3611111111111111,0.4583333333333333,0.5416666666666666,22,26,45,72
?e  locationCity  ?b  ?e  owner  ?a   ,?a  locationCity  ?b,0.013185288,0.056716418,0.126666667,19,335,150,?a,0.2711864406779661,0.0,1.0,0.0,16,0,59,0
?a  city  ?b   ,?a  routeStart  ?b,0.151515152,0.008723466,0.126582278,30,3439,237,?b,0.49122807017543857,0.0,1.0,0.0,28,0,57,0
?b  predecessor  ?f  ?f  primeMinister  ?a   ,?a  deputy  ?b,0.144859813,0.018403087,0.126530612,62,3369,490,?b,0.36666666666666664,0.35064935064935066,0.4489795918367347,0.5510204081632653,22,27,60,77
?f  derivative  ?b  ?a  musicSubgenre  ?f   ,?a  musicFusionGenre  ?b,0.063917526,0.061143984,0.126530612,31,507,245,?b,0.42857142857142855,0.0,1.0,0.0,18,0,42,0
?a  executiveProducer  ?f  ?b  spouse  ?f   ,?a  executiveProducer  ?b,0.011217949,0.126506024,0.126506024,21,166,166,?a,0.08148148148148149,0.0,1.0,0.0,11,0,135,0
?b  successor  ?f  ?f  vicePresident  ?a   ,?a  president  ?b,0.010448411,0.116504854,0.126315789,24,206,190,?a,0.19047619047619047,0.21428571428571427,0.5714285714285714,0.42857142857142855,12,9,63,42
?e  deathPlace  ?b  ?e  successor  ?a   ,?a  restingPlace  ?b,0.037089872,0.013986014,0.126213592,52,3718,412,?a,0.20212765957446807,0.22935779816513763,0.4318181818181818,0.5681818181818182,19,25,94,109
?a  deathPlace  ?f  ?f  isPartOf  ?b   ,?a  residence  ?b,0.023255814,0.005578913,0.126142596,69,12368,547,?a,0.18947368421052632,0.3493150684931507,0.2608695652173913,0.7391304347826086,18,51,95,146
?f  successor  ?b  ?a  successor  ?f   ,?a  associate  ?b,0.136363636,0.00567215,0.12605042,60,10578,476,?b,0.23333333333333334,0.36507936507936506,0.3783783783783784,0.6216216216216216,14,23,60,63
?f  deputy  ?b  ?a  predecessor  ?f   ,?a  predecessor  ?b,0.019774011,0.1069869,0.12596401,98,916,778,?b,0.19428571428571428,0.1608832807570978,0.4,0.6,34,51,175,317
?e  album  ?a  ?e  producer  ?b   ,?a  artist  ?b,0.092413793,0.117750439,0.12593985,67,569,532,?a,0.3170731707317073,0.0,1.0,0.0,65,0,205,0
?a  creator  ?f  ?b  creator  ?f   ,?a  spouse  ?b,0.010292524,0.003662298,0.125827815,19,5188,151,?b,0.8636363636363636,0.0,1.0,0.0,19,0,22,0
?a  creator  ?b  ?a  executiveProducer  ?b   ,?a  composer  ?b,0.022309711,0.076923077,0.125461255,34,442,271,?a,0.1341991341991342,0.0,1.0,0.0,31,0,231,0
?e  successor  ?a  ?e  successor  ?b   ,?a  associate  ?b,0.159090909,0.0059988,0.125448029,70,11669,558,?b,0.3188405797101449,0.3194444444444444,0.4888888888888889,0.5111111111111111,22,23,69,72
?a  governor  ?f  ?f  lieutenant  ?b   ,?a  lieutenant  ?b,0.028846154,0.015873016,0.125,3,189,24,?a,0.0,0.5,0.0,1.0,0,3,7,6
?e  nationality  ?a  ?e  president  ?b   ,?a  leader  ?b,0.035955056,0.077294686,0.125,16,207,128,?a,0.6666666666666666,0.34615384615384615,0.4,0.6,6,9,9,26
?e  distributor  ?a  ?e  executiveProducer  ?b   ,?a  keyPerson  ?b,0.010128913,0.010110294,0.125,11,1088,88,?a,0.35,0.0,1.0,0.0,7,0,20,0
?f  largestCity  ?b  ?a  region  ?f   ,?a  mouthMountain  ?b,0.011494253,0.004026846,0.125,3,745,24,?a,0.21428571428571427,0.0,1.0,0.0,3,0,14,0
?e  birthPlace  ?b  ?e  deathPlace  ?a   ,?a  lieutenancyArea  ?b,0.018518519,0.000138466,0.125,2,14444,16,?a,0.2857142857142857,0.0,1.0,0.0,2,0,7,0
?e  birthPlace  ?a  ?e  birthPlace  ?b   ,?a  lieutenancyArea  ?b,0.166666667,0.000744325,0.125,18,24183,144,?a,0.3,0.0,1.0,0.0,18,0,60,0
?f  openingTheme  ?b  ?a  related  ?f   ,?a  openingTheme  ?b,0.017369727,0.044025157,0.125,7,159,56,?a,0.14285714285714285,0.0,1.0,0.0,6,0,42,0
?f  largestCity  ?b  ?a  region  ?f   ,?a  mouthPlace  ?b,0.011494253,0.004026846,0.125,3,745,24,?a,0.21428571428571427,0.0,1.0,0.0,3,0,14,0
?b  associate  ?f  ?f  successor  ?a   ,?a  deputy  ?b,0.011682243,0.009823183,0.125,5,509,40,?b,0.3125,0.0,1.0,0.0,5,0,16,5
?e  hometown  ?a  ?e  hometown  ?b   ,?a  federalState  ?b,0.076923077,0.001280574,0.125,10,7809,80,?a,0.3225806451612903,0.0,1.0,0.0,10,0,31,0
?b  instrument  ?f  ?a  stylisticOrigin  ?f   ,?a  derivative  ?b,0.010769231,0.01065449,0.125,7,657,56,?b,0.06153846153846154,0.0,1.0,0.0,4,0,65,0
?b  routeEnd  ?f  ?a  routeJunction  ?f   ,?a  routeStart  ?b,0.01010101,0.016528926,0.125,2,121,16,?b,0.0425531914893617,0.0,1.0,0.0,2,0,47,0
?a  event  ?f  ?b  event  ?f   ,?a  previousEvent  ?b,0.048543689,0.078125,0.125,5,64,40,?a,1.0,0.0,1.0,0.0,5,0,5,0
?f  predecessor  ?b  ?a  predecessor  ?f   ,?a  parent  ?b,0.016819572,0.001351517,0.125,11,8139,88,?a,0.18181818181818182,0.09090909090909091,0.5454545454545454,0.45454545454545453,6,5,33,55
?b  owner  ?f  ?f  subsidiary  ?a   ,?a  division  ?b,0.018413598,0.018518519,0.125,13,702,104,?a,0.35294117647058826,0.0,1.0,0.0,6,0,17,0
?a  president  ?f  ?f  primeMinister  ?b   ,?a  vicePresident  ?b,0.020408163,0.001405152,0.125,3,2135,24,?b,0.3333333333333333,0.125,0.6666666666666666,0.3333333333333333,2,1,6,8
?e  location  ?a  ?e  owner  ?b   ,?a  governingBody  ?b,0.01025641,0.002881844,0.125,2,694,16,?a,0.0,0.2222222222222222,0.0,1.0,0,2,0,9
?b  capital  ?f  ?a  headquarter  ?f   ,?a  headquarter  ?b,0.12705314,0.124703651,0.124703651,263,2109,2109,?a,0.32634338138925295,0.0,1.0,0.0,249,0,763,0
?e  musicalArtist  ?a  ?e  writer  ?b   ,?a  formerBandMember  ?b,0.039431545,0.036705795,0.124683544,197,5367,1580,?b,0.4731182795698925,0.5064935064935064,0.36065573770491804,0.639344262295082,44,78,93,154
?e  musicalBand  ?a  ?e  writer  ?b   ,?a  formerBandMember  ?b,0.039431545,0.036705795,0.124683544,197,5367,1580,?b,0.4731182795698925,0.5064935064935064,0.36065573770491804,0.639344262295082,44,78,93,154
?f  hometown  ?b  ?a  producer  ?f   ,?a  recordedIn  ?b,0.053583389,0.022707919,0.124610592,80,3523,642,?a,0.19682539682539682,0.0,1.0,0.0,62,0,315,0
